"TIME","GEO","INDIC_ED","UNIT","Value"
"2009","Croatia","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.03"
"2009","Croatia","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","9.56"
"2009","Croatia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","9.49"
"2009","Croatia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.06"
"2009","Croatia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.37"
"2009","Croatia","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","4.57"
"2009","Italy","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.70"
"2009","Italy","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.18"
"2009","Italy","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.18"
"2009","Italy","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.86"
"2009","Italy","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.48"
"2009","Italy","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","4.41"
"2009","Italy","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.29"
"2009","Italy","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","9.05"
"2009","Italy","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","8.50"
"2009","Italy","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.55"
"2009","Italy","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.45"
"2009","Italy","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","4.72"
"2009","Cyprus","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","7.98"
"2009","Cyprus","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","2.21"
"2009","Cyprus","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","3.30"
"2009","Cyprus","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.06"
"2009","Cyprus","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.41"
"2009","Cyprus","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","6.84"
"2009","Cyprus","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","1.14"
"2009","Cyprus","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","17.26"
"2009","Cyprus","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","14.79"
"2009","Cyprus","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","2.47"
"2009","Cyprus","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","1.53"
"2009","Cyprus","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","8.34"
"2009","Latvia","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.59"
"2009","Latvia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.58"
"2009","Latvia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.27"
"2009","Latvia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.78"
"2009","Latvia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.97"
"2009","Latvia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","5.30"
"2009","Latvia","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.29"
"2009","Latvia","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","12.81"
"2009","Latvia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","12.15"
"2009","Latvia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.66"
"2009","Latvia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.58"
"2009","Latvia","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.19"
"2009","Lithuania","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.64"
"2009","Lithuania","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.73"
"2009","Lithuania","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","3.03"
"2009","Lithuania","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.14"
"2009","Lithuania","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.74"
"2009","Lithuania","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","5.38"
"2009","Lithuania","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.26"
"2009","Lithuania","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","12.56"
"2009","Lithuania","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","11.99"
"2009","Lithuania","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.57"
"2009","Lithuania","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.66"
"2009","Lithuania","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.54"
"2009","Luxembourg","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":"
"2009","Luxembourg","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.43"
"2009","Luxembourg","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.94"
"2009","Luxembourg","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":"
"2009","Luxembourg","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.62"
"2009","Luxembourg","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage",":"
"2009","Luxembourg","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage",":"
"2009","Luxembourg","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage",":"
"2009","Luxembourg","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage",":"
"2009","Luxembourg","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage",":"
"2009","Luxembourg","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage",":"
"2009","Luxembourg","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage",":"
"2009","Hungary","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.12"
"2009","Hungary","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.86"
"2009","Hungary","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.22"
"2009","Hungary","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.13"
"2009","Hungary","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.91"
"2009","Hungary","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","4.82"
"2009","Hungary","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.30"
"2009","Hungary","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","9.95"
"2009","Hungary","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","9.37"
"2009","Hungary","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.58"
"2009","Hungary","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage",":"
"2009","Hungary","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.35"
"2009","Malta","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.32"
"2009","Malta","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.17"
"2009","Malta","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.61"
"2009","Malta","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.16"
"2009","Malta","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.37"
"2009","Malta","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","5.31"
"2009","Malta","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.00"
"2009","Malta","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","12.53"
"2009","Malta","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","12.52"
"2009","Malta","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.01"
"2009","Malta","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","1.32"
"2009","Malta","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.73"
"2009","Netherlands","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.95"
"2009","Netherlands","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.47"
"2009","Netherlands","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.43"
"2009","Netherlands","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.63"
"2009","Netherlands","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.41"
"2009","Netherlands","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","5.17"
"2009","Netherlands","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.77"
"2009","Netherlands","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","11.56"
"2009","Netherlands","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","10.06"
"2009","Netherlands","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","1.50"
"2009","Netherlands","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","1.02"
"2009","Netherlands","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","6.09"
"2009","Austria","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.98"
"2009","Austria","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.04"
"2009","Austria","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.82"
"2009","Austria","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.57"
"2009","Austria","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.55"
"2009","Austria","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","5.36"
"2009","Austria","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.62"
"2009","Austria","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","11.36"
"2009","Austria","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","10.19"
"2009","Austria","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","1.17"
"2009","Austria","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.50"
"2009","Austria","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","6.03"
"2009","Poland","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.09"
"2009","Poland","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.58"
"2009","Poland","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.92"
"2009","Poland","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.07"
"2009","Poland","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.52"
"2009","Poland","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","5.02"
"2009","Poland","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.07"
"2009","Poland","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","11.41"
"2009","Poland","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","11.25"
"2009","Poland","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.15"
"2009","Poland","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.77"
"2009","Poland","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.27"
"2009","Portugal","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.79"
"2009","Portugal","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.56"
"2009","Portugal","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.60"
"2009","Portugal","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.07"
"2009","Portugal","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.55"
"2009","Portugal","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","5.45"
"2009","Portugal","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.34"
"2009","Portugal","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","11.63"
"2009","Portugal","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","10.95"
"2009","Portugal","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.69"
"2009","Portugal","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.38"
"2009","Portugal","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","6.04"
"2009","Romania","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.24"
"2009","Romania","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.78"
"2009","Romania","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.53"
"2009","Romania","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.20"
"2009","Romania","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.73"
"2009","Romania","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","4.11"
"2009","Romania","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.13"
"2009","Romania","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","10.31"
"2009","Romania","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","9.99"
"2009","Romania","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.32"
"2009","Romania","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.11"
"2009","Romania","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","4.30"
"2009","Slovenia","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.69"
"2009","Slovenia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","2.49"
"2009","Slovenia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.25"
"2009","Slovenia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.38"
"2009","Slovenia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.57"
"2009","Slovenia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","5.24"
"2009","Slovenia","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.44"
"2009","Slovenia","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","11.69"
"2009","Slovenia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","10.78"
"2009","Slovenia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.91"
"2009","Slovenia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.68"
"2009","Slovenia","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.78"
"2009","Slovakia","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.09"
"2009","Slovakia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.75"
"2009","Slovakia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.93"
"2009","Slovakia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.81"
"2009","Slovakia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.60"
"2009","Slovakia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","3.74"
"2009","Slovakia","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.35"
"2009","Slovakia","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","9.84"
"2009","Slovakia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","9.00"
"2009","Slovakia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.84"
"2009","Slovakia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.72"
"2009","Slovakia","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","4.12"
"2009","Finland","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","6.81"
"2009","Finland","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.35"
"2009","Finland","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.90"
"2009","Finland","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.16"
"2009","Finland","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.40"
"2009","Finland","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","6.31"
"2009","Finland","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.50"
"2009","Finland","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","12.14"
"2009","Finland","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","11.25"
"2009","Finland","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.89"
"2009","Finland","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.16"
"2009","Finland","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","6.71"
"2009","Sweden","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","7.26"
"2009","Sweden","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.75"
"2009","Sweden","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.75"
"2009","Sweden","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.04"
"2009","Sweden","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.73"
"2009","Sweden","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","6.48"
"2009","Sweden","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.79"
"2009","Sweden","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","13.22"
"2009","Sweden","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","11.79"
"2009","Sweden","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","1.43"
"2009","Sweden","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.18"
"2009","Sweden","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","7.13"
"2009","Iceland","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","7.81"
"2009","Iceland","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","2.55"
"2009","Iceland","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.50"
"2009","Iceland","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.59"
"2009","Iceland","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","1.17"
"2009","Iceland","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","7.34"
"2009","Iceland","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.47"
"2009","Iceland","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","15.32"
"2009","Iceland","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","14.40"
"2009","Iceland","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.92"
"2009","Iceland","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.74"
"2009","Iceland","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","9.70"
"2009","Liechtenstein","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","2.90"
"2009","Liechtenstein","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.23"
"2009","Liechtenstein","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.30"
"2009","Liechtenstein","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":"
"2009","Liechtenstein","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.37"
"2009","Liechtenstein","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","2.72"
"2009","Liechtenstein","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.18"
"2009","Liechtenstein","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage",":"
"2009","Liechtenstein","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage",":"
"2009","Liechtenstein","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage",":"
"2009","Liechtenstein","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage",":"
"2009","Liechtenstein","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage",":"
"2009","Norway","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","7.24"
"2009","Norway","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.89"
"2009","Norway","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.54"
"2009","Norway","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.20"
"2009","Norway","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.61"
"2009","Norway","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","6.04"
"2009","Norway","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","1.20"
"2009","Norway","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","15.67"
"2009","Norway","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","13.06"
"2009","Norway","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","2.61"
"2009","Norway","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.11"
"2009","Norway","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","7.20"
"2009","Switzerland","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.36"
"2009","Switzerland","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.50"
"2009","Switzerland","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.22"
"2009","Switzerland","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.35"
"2009","Switzerland","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.29"
"2009","Switzerland","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","5.19"
"2009","Switzerland","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.17"
"2009","Switzerland","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","15.69"
"2009","Switzerland","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","15.19"
"2009","Switzerland","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.50"
"2009","Switzerland","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.58"
"2009","Switzerland","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.24"
"2009","United Kingdom","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.56"
"2009","United Kingdom","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.73"
"2009","United Kingdom","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.73"
"2009","United Kingdom","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.80"
"2009","United Kingdom","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.30"
"2009","United Kingdom","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","4.07"
"2009","United Kingdom","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","1.49"
"2009","United Kingdom","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","11.59"
"2009","United Kingdom","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","8.49"
"2009","United Kingdom","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","3.10"
"2009","United Kingdom","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","1.84"
"2009","United Kingdom","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.46"
"2009","North Macedonia","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":"
"2009","North Macedonia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":"
"2009","North Macedonia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":"
"2009","North Macedonia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":"
"2009","North Macedonia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":"
"2009","North Macedonia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage",":"
"2009","North Macedonia","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage",":"
"2009","North Macedonia","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage",":"
"2009","North Macedonia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage",":"
"2009","North Macedonia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage",":"
"2009","North Macedonia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage",":"
"2009","North Macedonia","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage",":"
"2009","Albania","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":"
"2009","Albania","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":"
"2009","Albania","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":"
"2009","Albania","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":"
"2009","Albania","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":"
"2009","Albania","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage",":"
"2009","Albania","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage",":"
"2009","Albania","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage",":"
